model,K,total_r2,predicted_r2,obs_total,obs_predicted,refits,test_months
PCA,1,0.3005533348795245,-0.02523697712145978,14693,14693,1,6
PCA,2,0.3012057285266009,-0.026420469278086278,14693,14693,1,6
